event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SOM38289,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Bariirre,2.0476,44.8975,1,"Calamada; Undisclosed Source","Local partner-Other","On 12 October 2022, overnight, Al Shabaab carried out a hit and run attack against government security forces (SNA) at a defensive base in Bariirre village (Afgooye, Lower Shabelle). The attack was initiated with RPG followed by exchanged of heavy gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570793
SOM38290,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,"Buufow Bacaad",1.7493,44.7437,2,"Calamada; Undisclosed Source","Local partner-Other","On 12 October 2022, Al Shabaab ambushed government security forces (SNA) convoy travelling between K60 and Janaale, near Buufow Bacaad village (Marka, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570793
SOM38278,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Police Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Karan",2.0652,45.39,1,Calamada,National,"On 12 October 2022, overnight, Al Shabaab shot and killed a government police officer [assumed on duty] at the Sanca neighborhood in Mogadishu - Karan (Banadir). Al Shabaab claimed responsibility.",1,,1680570793
SOM38279,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Yaqshid",2.0678,45.35,1,Calamada,National,"On 12 October 2022, overnight, Al Shabaab shot and killed a government soldier (SNA) [assumed on duty] in checkpoint at the Juungal neighborhood in Mogadishu - Yaqshid (Banadir). Al Shabaab claimed responsibility.",1,,1680570793
SOM38291,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Ceelasha Biyaha",2.0823,45.2102,1,"Somali Memo",National,"On 12 October 2022, overnights, Al Shabaab shot and killed a government soldier (SNA) [assumed on duty] in Ceelasha Biyaha village (Afgooye, Lower Shabelle). Al Shabaab claimed responsibility.",1,,1680570793
SOM38276,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Daynile",2.0581,45.3003,1,"Somali Memo",National,"On 12 October 2022, overnight, Al Shabaab shot and killed a government soldier (SNA) [assumed on duty] at the Tabeelaha Sheekh Ibrahim neighborhood in Mogadishu - Daynile (Banadir). Al Shabaab claimed responsibility.",1,,1680570793
SOM38281,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,2,"Somali Memo",National,"On 12 October 2022, Al Shabaab ambushed government security forces (SNA) convoy travelling in the vicinity of Belet Weyne town (Belet Weyne, Hiraan). Al Shabaab claimed killing three soldiers.",3,,1680570793
SOM38285,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya)",,8,28,,706,"Eastern Africa",Somalia,"Lower Juba",Badhaadhe,,Kolbiyow,-1.1369,41.2174,1,"Undisclosed Source","Local partner-Other","On 12 October 2022, overnight, Al Shabaab attacked ATMIS KDF troops base in Kolbiyow village (Badhaadhe, Lower Juba). The attack was initiated with RPGs. There were no fatalities. One soldier was injured. Al Shabaab claimed responsibility.",0,,1680570793
SOM38286,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya)",,8,28,,706,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,Tabta,0.3046,41.4394,1,"Undisclosed Source","Local partner-Other","On 12 October 2022, overnight, Al Shabaab carried out a hit and run attack against ATMIS KDF at a forward operation base in Tabta village (Afmadow, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570793
SOM38280,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-) Special Forces","Hawadle Clan Militia (Somalia)",1,12,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,"Beer Yabual",4.023,45.5727,1,"Al Furqaan; Caasimada; Goobjoob; Hiiraan (Somalia); Horseed Media; Puntland Post; Radio Dalsan; Radio Mogadishu; Radio Risala; Shabelle Media Network; Somali Memo; Undisclosed Source; VOA","Local partner-Other","On 12 October 2022, Al Shabaab launched an attack against government security forces (Gorgor) and Hawadle sub clan militia (Macawiisley) at a base in Beer Yabual village (Bulo Burto, Hiraan) and Yasooman (coded Separately). The attack was initiated with RPGs and followed by a heavy exchange of gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570807
SOM38282,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-) Special Forces","Hawadle Clan Militia (Somalia)",1,12,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Yasooman,4.0558,45.7487,1,"Al Furqaan; Caasimada; Goobjoob; Hiiraan (Somalia); Horseed Media; Puntland Post; Radio Dalsan; Radio Mogadishu; Radio Risala; Shabelle Media Network; Somali Memo; Undisclosed Source; VOA","Local partner-Other","On 12 October 2022, Al Shabaab launched an attack against government security forces (Gorgor) and Hawadle sub clan militia (Macawiisley) at a base in Yasooman village (Bulo Burto, Hiraan) and Beer Yabual (coded Separately). The attack was initiated with RPGs and followed by a heavy exchange of gunfire. About 9 technical vehicles were destroyed and several houses were burnt. At least 11 soldiers, clan militia and 50 militants were killed. Al Shabaab claimed killing 117 soldiers and clan militias.",61,,1680570807
SOM38271,"11 October 2022",2022,1,"Strategic developments","Strategic developments",Arrests,"Military Forces of Somalia (2022-) National Intelligence and Security Agency",,1,"Civilians (Somalia)","Journalists (Somalia); SJS: Somali Journalists Syndicate",7,17,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Waaberi",2.0195,45.31,1,"Caasimada; VOA",National-International,"On 11 October 2022, government security forces (NISA) arrested a journalist who is also the secretary general of the Somali Journalists Syndicate (SJS) at the Aden Adde International Airport in Mogadishu - Waaberi (Banadir). The security forces (NISA) also raided the office of the Somali Journalists Syndicate (SJS).",0,,1666036933
SOM38273,"11 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)","Hawadle Clan Militia (Somalia)",1,12,,706,"Eastern Africa",Somalia,Hiraan,Jalalaqsi,,Jalalaqsi,3.3834,45.5969,2,"Hiiraan (Somalia); Radio Risala; Shabelle Media Network",National,"On 11 October 2022, Al Shabaab attacked government security forces (SNA) and Hawadle sub clan militia (Macawiisley) base in Ceel Macan village near Jalalaqsi town (Jalalaqsi, Hiraan). There were no casualties.",0,,1674487330
SOM38269,"11 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Daynile",2.0581,45.3003,1,"Undisclosed Source; Al Furqaan; Calamada","Local partner-Other","On 11 October 2022, overnight, Al Shabaab shot and killed a government soldier (SNA) [assumed on duty] at the Gubta neighborhood in Mogadishu - Daynile (Banadir). Al Shabaab claimed responsibility.",1,,1680570793
SOM38270,"11 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Kaxda",2.0399,45.2384,1,"Calamada; Undisclosed Source; Al Furqaan","Local partner-Other","On 11 October 2022, overnight, Al Shabaab militants attacked government security forces (SNA) at a checkpoint at the Roob da'ay neighborhood in Mogadishu - Kaxda (Banadir). The attack was initiated with heavy exchange of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570793
SOM38272,"11 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Police Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Yaqshid",2.0678,45.35,1,"Al Furqaan; Undisclosed Source; Calamada","Local partner-Other","On 11 October 2022, overnight, Al Shabaab carried out a hit and run attack against government police forces at a checkpoint at the Carafat neighborhood in Mogadishu - Yaqshid (Banadir). The attack was initiated with RPGs followed by an exchange of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570793
SOM38274,"11 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya)",,8,28,,706,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,Tabta,0.3046,41.4394,1,Calamada,National,"On 11 October 2022, overnight, Al Shabaab carried out a hit and run attack against ATMIS KDF at a forward operation base in Tabta village (Afmadow, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570793
SOM38275,"11 October 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Civilians (Somalia)","Government of Somalia (2022-) Southwest Administration",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,1,"Al Furqaan; Caasimada; Calamada; Goobjoob; Radio Dalsan; Radio Risala; Somali Memo; Undisclosed Source","Local partner-Other","On 11 October 2022, an IED by Al Shabaab detonated, targeting the district commissioner of Qoryooley at restaurant near the main bridge in Qoryooley town (Qoryooley, Lower Shabelle). The commissioner and one of his bodyguards were killed in the explosion. Al Shabaab claimed responsibility.",2,"local administrators",1687837306
SOM38263,"10 October 2022",2022,1,"Political violence","Violence against civilians",Attack,"Islamic State (Somalia)",,2,"Civilians (Somalia)","Labor Group (Somalia)",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hawl Wadaag",2.048,45.32,1,"Undisclosed Source; Hiiraan (Somalia)","Local partner-Other","On 10 October 2022, a suspected Islamic State opened gunfire on a store, targeting civilians at the Bakaro market in Mogadishu - Hawl Wadaag (Banadir). The security forces pursued and arrested the attacker.",0,,1666036933
SOM38265,"10 October 2022",2022,1,"Strategic developments","Strategic developments","Change to group/activity","Al Shabaab",,2,,,0,20,,706,"Eastern Africa",Somalia,Gedo,Baardheere,,Anole,2.0139,42.3148,1,"Al Furqaan",National,"Recruitment: On 10 October 2022, Al Shabaab were conducting a recruitment drive in their Baardheere district strongholds. The militants are said to have met with elders from across the Gedo region in Anole village (Baardheere, Gedo), targeting to recruit young boys to join the group.",0,,1666036933
SOM38266,"10 October 2022",2022,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Juba",Jamaame,,Sunguuni,0.0069,42.6503,1,"Undisclosed Source","Local partner-Other","On 10 October 2022, Al Shabaab fired mortar shells and RPGs against government security forces (SNA) in Sunguuni village (Jamaame, Lower Juba). There were no casualties.",0,,1666036934
SOM38267,"10 October 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Civilians (Somalia)","Pastoralists (Somalia)",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Xaar-Xaar,-0.2905,42.3628,1,"Undisclosed Source","Local partner-Other","On 10 October 2022, a remote controlled IED by suspected Al Shabaab detonated killing one pastoralist in Xaar-Xaar village (Kismaayo, Lower Juba).",1,,1666036934
SOM38264,"10 October 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Heliwa",2.0844,45.39,1,"Somali Memo; Undisclosed Source; Al Furqaan; Radio Risala","Local partner-Other","On 10 October 2022, a remote controlled IED by Al Shabaab detonated, targeting government security forces (SNA) convoy passing in between Shaaciye and Waharade neighborhood in Mogadishu - Heliwa (Banadir). Two people were killed, including a civilian and three others were injured. Al Shabaab claimed responsibility.",2,,1680570793
SOM38262,"10 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Dharkenley",2.0095,45.25,1,Calamada,National,"On 10 October 2022, overnight, Al Shabaab shot and killed a government soldier (SNA) [assumed on duty] in Mogadishu - Dharkenley (Banadir). Al Shabaab claimed responsibility.",1,,1680570793
SOM38268,"10 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,"Undisclosed Source","Local partner-Other","On 10 October 2022, overnight, Al Shabaab carried out an attack against government security forces (SNA) base in Janaale village (Marka, Lower Shabelle). The attack was initiated with RPGs and mortar shells. Al Shabaab claimed killing several soldiers. Unknown number of fatalities coded as 3.",3,,1680570793
SOM38258,"09 October 2022",2022,1,"Political violence","Violence against civilians",Attack,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",,8,"Civilians (Somalia)","Pastoralists (Somalia)",7,78,"Civilian targeting",706,"Eastern Africa",Somalia,"Lower Shabelle",Baraawe,,Baraawe,1.1132,44.0297,2,Calamada,National,"On 9 October 2022, ATMIS UPDF convoy shot and killed two pastoralists in Carshanley village near Baraawe town (Baraawe, Lower Shabelle). The motive for the killing is unknown.",2,,1666036933
SOM38253,"09 October 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Military Forces of Somalia (2022-)",,1,13,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Waaberi",2.0195,45.31,1,"Undisclosed Source","Local partner-Other","On 9 October 2022, under vehicle IED (UVIED) by unknown group detonated, targeting government security forces (SNA) travelling near Sayidka junction in Mogadishu - Waaberi (Banadir). There were no fatalities. One person was injured.",0,,1666036934
SOM38261,"09 October 2022",2022,1,"Political violence","Violence against civilians",Attack,"Dir Clan Militia (Somalia)",,4,"Civilians (Somalia)","Sheeqaal Clan Group (Somalia); Pastoralists (Somalia)",7,47,"Civilian targeting",706,"Eastern Africa",Somalia,Mudug,Jariiban,,Tawfiiq,6.6173,48.8752,1,"Undisclosed Source","Local partner-Other","On 9 October 2022, Dir clan militia shot and killed two pastoralists from Sheeqaal clan in Tawfiiq village (Jariiban, Mudug). The motive behind the killing is unknown.",2,,1666036934
